Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Cow,Guernsey,7.8,Male,641.2,Labored Breathing,Respiratory Signs,Dehydration,Skin Lesions,14 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.2°C,69,Bovine Viral Diarrhea
Cow,Simmental,10.4,Male,495.9,Anorexia,Eye Discharge,Labored Breathing,Nasal Discharge,3 days,No,No,No,Yes,Yes,Yes,No,No,No,40.2°C,61,Respiratory Disease
Dog,Bulldog,1.6,Female,6.5,Labored Breathing,Anorexia,Skin Lesions,Vomiting,5 days,No,No,No,No,No,No,No,Yes,No,38.5°C,125,Kennel Cough
Dog,Dachshund,6.9,Male,-0.7,Diarrhea,Dehydration,Weakness,Skin Lesions,9 days,No,No,No,Yes,No,No,No,Yes,Yes,38.7°C,107,Kennel Cough
Dog,Border Collie,7.3,Female,9.4,Anorexia,Vomiting,Coughing,Weakness,12 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,124,Gastroenteritis
Dog,Siberian Husky,0.3,Female,15.5,Fever,Diarrhea,Weakness,Fever,9 days,Yes,Yes,Yes,Yes,No,No,No,No,No,39.5°C,146,Parvovirus
Cow,Limousin,5.4,Male,676.1,Labored Breathing,Diarrhea,Fever,Dehydration,4 days,Yes,No,No,No,No,Yes,Yes,No,No,39.9°C,63,Foot and Mouth Disease
Dog,Beagle,4.5,Male,14.6,Weakness,Eye_Discharge,Skin Lesions,Labored Breathing,6 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,74,Kennel Cough
Cow,Angus,2.5,Female,654.5,Respiratory Signs,Eye Discharge,Fever,Lameness,11 hours,Yes,No,Yes,Yes,No,No,No,No,No,38.4°C,61,Bovine Viral Diarrhea
Cow,Brahman,3.7,Male,561.8,Diarrhea,Coughing,Lameness,Skin Lesions,12 days,Yes,No,No,No,No,Yes,Yes,No,No,39.7°C,81,Foot and Mouth Disease
Dog,Rottweiler,2.5,Male,61.8,Weakness,Eye_Discharge,Lameness,Nasal_Discharge,10 days,Yes,No,Yes,Yes,No,No,No,Yes,No,38.3°C,127,Kennel Cough
Cow,Jersey,9.1,Female,528,Lameness,Weight Loss,Diarrhea,Weakness,1 weeks,Yes,No,Yes,No,No,No,No,No,Yes,38.7°C,67,Parasitic Infection
Cow,Hereford,6.2,Male,554.6,Lameness,Skin Lesions,Weakness,Labored Breathing,9 days,Yes,No,No,Yes,No,No,No,No,No,39.8°C,51,Respiratory Disease
Cow,Brown Swiss,4.4,Female,580.2,Fever,Labored Breathing,Fever,Dehydration,16 hours,Yes,No,No,No,No,No,No,No,No,40.0°C,72,Mastitis
Dog,Dachshund,7,Male,15.2,Weakness,Coughing,Vomiting,Labored Breathing,2 days,No,Yes,No,Yes,Yes,No,No,Yes,No,37.7°C,88,Canine Distemper
Dog,Husky,2.3,Male,25,Anorexia,Fever,Coughing,Nasal Discharge,11 days,No,Yes,Yes,No,No,No,No,No,No,39.2°C,64,Gastroenteritis
Dog,Dalmatian,4.5,Female,21.1,Dehydration,Nasal Discharge,Weakness,Fever,12 days,No,Yes,No,Yes,Yes,No,No,No,Yes,39.4°C,70,Canine Distemper
Dog,Border Collie,7.1,Female,7.3,Coughing,Dehydration,Eye Discharge,Weakness,13 days,No,No,No,No,No,No,No,Yes,No,38.9°C,122,Lyme Disease
Cow,Simmental,3.3,Male,622.2,Swollen Udder,Vomiting,Anorexia,Dehydration,8 days,No,No,No,No,No,Yes,No,No,No,40.2°C,68,Mastitis
Dog,Dalmatian,8.3,Male,29.7,Vomiting,Lameness,Dehydration,Diarrhea,7 weeks,No,No,No,No,No,Yes,No,No,No,38.4°C,117,Lyme Disease
Cow,Simmental,0.3,Female,492.6,Weakness,Weight Loss,Nasal Discharge,Anorexia,4 weeks,No,No,Yes,No,No,No,No,No,No,38.7°C,126,Parasitic Infection
Cow,Dexter,7,Male,578.4,Eye Discharge,Respiratory Signs,Fever,Coughing,6 weeks,No,No,No,No,Yes,No,No,No,No,40.0°C,80,Bovine Viral Diarrhea
Cow,Ayrshire,4.4,Male,446.3,Vomiting,Eye Discharge,Reduced Appetite,Diarrhea,14 days,Yes,No,No,No,No,No,No,No,No,39.6°C,51,Mastitis
Cow,Limousin,8.5,Female,504.5,Anorexia,Labored Breathing,Coughing,Anemia,13 days,No,No,No,No,No,No,No,No,No,38.7°C,67,Parasitic Infection
Cow,Belted Galloway,11.2,Male,584.3,Dehydration,Labored Breathing,Nasal Discharge,Nasal Discharge,6 days,Yes,No,No,No,Yes,No,No,Yes,Yes,39.7°C,77,Respiratory Disease
Dog,Dalmatian,3.6,Female,28.6,Diarrhea,Fever,Nasal Discharge,Coughing,13 days,No,No,Yes,No,No,No,No,No,No,37.7°C,99,Gastroenteritis
Cow,Brown Swiss,8.4,Female,516.9,Nasal Discharge,Skin Lesions,Anorexia,Anemia,5 days,Yes,No,No,No,No,No,No,No,No,39.0°C,48,Parasitic Infection
Dog,Rottweiler,0.9,Male,76.9,Anorexia,Lameness,Coughing,Diarrhea,11 days,Yes,No,Yes,No,No,No,No,No,No,39.5°C,122,Parvovirus
Cow,Brahman,2.5,Female,567.5,Eye Discharge,Labored Breathing,Fever,Anorexia,5 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,50,Respiratory Disease
Cow,Brown Swiss,8.5,Male,756.2,Fever,Diarrhea,Dehydration,Eye Discharge,5 weeks,Yes,No,Yes,Yes,Yes,No,No,No,No,39.9°C,68,Bovine Viral Diarrhea
Dog,Boxer,7.1,Female,30.2,Lameness,Nasal Discharge,Vomiting,Lethargy,2 days,Yes,Yes,Yes,No,No,No,No,Yes,No,38.8°C,65,Gastroenteritis
Cow,Simmental,1.1,Female,615,Weakness,Lameness,Lameness,Diarrhea,4 days,Yes,No,Yes,No,No,Yes,Yes,No,No,39.6°C,48,Foot and Mouth Disease
Cow,Hereford,2.1,Male,490.2,Anorexia,Skin Lesions,Coughing,Labored Breathing,13 days,No,No,No,No,Yes,No,No,Yes,No,39.3°C,75,Respiratory Disease
Cow,Simmental,1.1,Female,432.5,Labored Breathing,Nasal Discharge,Skin Lesions,Fever,9 days,Yes,No,No,Yes,Yes,No,No,No,No,39.7°C,48,Respiratory Disease
Dog,Siberian Husky,5,Female,23,Weakness,Diarrhea,Nasal_Discharge,Skin Lesions,3 days,Yes,No,No,Yes,No,No,No,Yes,Yes,39.2°C,109,Kennel Cough
Dog,Cocker Spaniel,1.4,Female,21.3,Nasal Discharge,Nasal_Discharge,Eye Discharge,Coughing,5 days,No,No,Yes,Yes,Yes,No,No,Yes,No,38.5°C,100,Canine Distemper
Cow,Brown Swiss,4.9,Male,414.2,Lameness,Labored Breathing,Weakness,Fever,11 days,No,No,Yes,No,No,No,No,No,No,38.5°C,70,Bovine Viral Diarrhea
Dog,Boxer,5.1,Male,28.4,Vomiting,Lameness,Coughing,Eye Discharge,5 days,No,No,No,No,Yes,No,No,No,No,38.8°C,89,Kennel Cough
Cow,Angus,9,Male,600.1,Nasal Discharge,Labored Breathing,Dehydration,Fever,12 days,No,No,No,Yes,No,No,No,Yes,No,38.5°C,57,Respiratory Disease
Cow,Belted Galloway,4,Male,541.2,Respiratory Signs,Lameness,Diarrhea,Labored Breathing,9 days,Yes,No,Yes,No,No,No,No,No,No,40.0°C,78,Bovine Viral Diarrhea
Cow,Ayrshire,1,Female,532.7,Fever,Respiratory Signs,Nasal Discharge,Labored Breathing,2 days,Yes,No,Yes,No,No,No,No,Yes,No,39.7°C,69,Bovine Viral Diarrhea
Dog,Husky,11.5,Female,26.4,Anorexia,Nasal Discharge,Loss of Appetite,Diarrhea,13 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,108,Lyme Disease
Cow,Brown Swiss,0.7,Female,542.4,Respiratory Signs,Anorexia,Skin Lesions,Weakness,11 days,No,No,Yes,Yes,Yes,Yes,No,Yes,No,38.9°C,117,Bovine Viral Diarrhea
Dog,Shih Tzu,1.3,Male,4.8,Coughing,Eye Discharge,Weakness,Labored Breathing,4 days,Yes,No,Yes,No,Yes,No,No,Yes,Yes,38.8°C,85,Canine Distemper
Cow,Simmental,11.3,Male,611.9,Nasal Discharge,Diarrhea,Lameness,Fever,12 days,Yes,No,Yes,No,No,Yes,No,No,No,39.2°C,50,Foot and Mouth Disease
Cow,Limousin,7.3,Male,627.4,Swollen Udder,Coughing,Fever,Labored Breathing,6 days,Yes,No,No,No,No,No,No,No,No,40.8°C,64,Mastitis
Dog,Yorkshire Terrier,0.8,Male,3.1,Fever,Diarrhea,Labored Breathing,Dehydration,3 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,154,Parvovirus
Dog,Yorkshire Terrier,0.3,Male,6.1,Diarrhea,Eye Discharge,Weakness,Lameness,1 days,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,142,Parvovirus
Dog,Labrador Retriever,3.4,Male,33.2,Vomiting,Fever,Appetite Loss,Skin Lesions,2 days,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,125,Gastroenteritis
Dog,Siberian Husky,1.2,Female,25.7,Labored Breathing,Vomiting,Anorexia,Dehydration,5 days,No,No,No,Yes,Yes,No,No,No,No,38.7°C,88,Kennel Cough
Cow,Angus,6.2,Female,649.7,Coughing,Fever,Diarrhea,Anorexia,10 days,Yes,No,Yes,No,No,No,No,Yes,No,40.4°C,67,Bovine Viral Diarrhea
Cow,Guernsey,1.4,Female,491.2,Coughing,Dehydration,Vomiting,Anorexia,17 hours,Yes,No,Yes,No,No,No,No,No,No,39.6°C,62,Parasitic Infection
Cow,Ayrshire,3.5,Female,755.8,Weakness,Skin Lesions,Vomiting,Nasal Discharge,8 days,Yes,No,No,No,No,No,No,No,No,40.1°C,60,Mastitis
Dog,Dachshund,3.1,Female,8.5,Weakness,Lameness,Loss of Appetite,Nasal Discharge,11 days,Yes,No,No,No,No,Yes,No,No,No,38.7°C,75,Lyme Disease
Dog,Border Collie,3.9,Female,9.4,Dehydration,Labored Breathing,Skin Lesions,Lethargy,2 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,85,Gastroenteritis
Cow,Dexter,9.6,Male,651.1,Labored Breathing,Anorexia,Weakness,Coughing,20 hours,No,No,No,Yes,Yes,No,No,Yes,No,39.5°C,55,Respiratory Disease
Dog,Beagle,5.3,Female,11.8,Lethargy,Loss of Appetite,Dehydration,Skin Lesions,10 days,No,No,No,No,No,Yes,No,No,No,38.7°C,79,Lyme Disease
Dog,Rottweiler,0.4,Female,77,Coughing,Skin Lesions,Labored Breathing,Anorexia,11 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,150,Parvovirus
Cow,Aberdeen Angus,1.2,Male,701.1,Labored Breathing,Fever,Coughing,Coughing,1 days,No,No,No,Yes,Yes,No,No,No,No,40.1°C,82,Respiratory Disease
Dog,Labrador Retriever,2.3,Female,19.8,Fever,Eye Discharge,Vomiting,Coughing,19 hours,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,38.8°C,115,Canine Distemper
Cow,Hereford,6.3,Female,526.2,Eye Discharge,Nasal Discharge,Diarrhea,Labored Breathing,3 days,No,No,No,No,No,No,No,No,No,39.3°C,60,Bovine Viral Diarrhea
Dog,Corgi,0.7,Male,15,Fever,Coughing,Lameness,Weakness,22 hours,No,No,No,Yes,No,No,No,No,No,37.8°C,131,Kennel Cough
Cow,Brown Swiss,0.9,Female,570.7,Fever,Skin Lesions,Weakness,Vomiting,3 days,Yes,No,No,No,No,Yes,No,No,No,39.5°C,127,Foot and Mouth Disease
Cow,Holstein,6.6,Male,423.4,Vomiting,Fever,Nasal Discharge,Diarrhea,11 days,Yes,No,No,No,No,No,No,No,No,39.2°C,80,Mastitis
Cow,Angus,6.4,Female,454.4,Weakness,Anorexia,Anemia,Weight Loss,5 days,Yes,No,Yes,No,No,No,No,No,No,38.7°C,61,Parasitic Infection
Cow,Brown Swiss,11.8,Male,622.3,Nasal Discharge,Coughing,Nasal Discharge,Dehydration,12 days,No,No,No,Yes,Yes,No,No,Yes,No,39.3°C,61,Respiratory Disease
Cow,Ayrshire,8.4,Female,546.7,Diarrhea,Rumen Issues,Vomiting,Skin Lesions,12 days,Yes,No,No,No,No,No,Yes,No,No,39.1°C,72,Foot and Mouth Disease
Cow,Ayrshire,5,Female,563,Vomiting,Weight Loss,Diarrhea,Anorexia,6 days,No,No,Yes,No,No,No,Yes,No,No,39.4°C,49,Parasitic Infection
Dog,Border Collie,3.7,Male,8,Coughing,Skin Lesions,Vomiting,Nasal_Discharge,6 days,Yes,Yes,No,Yes,Yes,No,No,No,No,38.8°C,97,Canine Distemper
Cow,Ayrshire,6.7,Male,453.7,Diarrhea,Labored Breathing,Eye Discharge,Skin Lesions,4 days,No,No,No,Yes,No,No,No,Yes,Yes,38.9°C,50,Respiratory Disease
Cow,Limousin,6.8,Male,408.4,Vomiting,Diarrhea,Respiratory Signs,Lameness,13 days,Yes,No,Yes,No,No,No,No,Yes,No,39.3°C,71,Bovine Viral Diarrhea
Cow,Brahman,9.6,Female,465,Dehydration,Diarrhea,Labored Breathing,Weakness,11 days,Yes,No,No,No,No,No,No,No,No,39.8°C,59,Mastitis
Dog,Chihuahua,7.8,Female,4.4,Lameness,Fever,Skin Lesions,Loss of Appetite,7 days,Yes,No,No,No,No,Yes,No,No,No,38.4°C,94,Lyme Disease
Dog,Boxer,8.9,Male,29.1,Dehydration,Eye Discharge,Vomiting,Nasal Discharge,2 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,73,Gastroenteritis
Cow,Aberdeen Angus,7.7,Male,486.4,Vomiting,Labored Breathing,Anorexia,Skin Lesions,4 days,Yes,No,No,No,No,No,No,No,No,39.4°C,79,Mastitis
Dog,Labrador Retriever,0.2,Male,14.7,Lethargy,Skin Lesions,Vomiting,Lameness,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.1°C,144,Parvovirus
Dog,Bulldog,4.1,Female,9.9,Nasal_Discharge,Fever,Diarrhea,Dehydration,11 days,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.5°C,89,Canine Distemper
Dog,Chihuahua,5.9,Female,5.1,Coughing,Diarrhea,Dehydration,Vomiting,5 days,Yes,No,Yes,Yes,Yes,No,No,No,No,39.7°C,104,Canine Distemper
Cow,Red Angus,2,Male,443.1,Anorexia,Lameness,Eye Discharge,Diarrhea,8 days,Yes,No,No,No,No,Yes,Yes,No,No,39.9°C,63,Foot and Mouth Disease
Dog,Golden Retriever,11.2,Female,28.4,Lameness,Lethargy,Fever,Eye Discharge,10 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,97,Gastroenteritis
Dog,Yorkshire Terrier,4.9,Female,2.3,Labored Breathing,Eye Discharge,Skin Lesions,Vomiting,7 days,No,No,No,Yes,Yes,No,No,No,Yes,38.5°C,73,Kennel Cough
Cow,Red Poll,6.8,Male,630.2,Skin Lesions,Fever,Eye Discharge,Anorexia,7 days,No,No,Yes,No,No,No,No,No,No,38.8°C,52,Parasitic Infection
Dog,Akita,0.6,Female,24.7,Vomiting,Diarrhea,Lameness,Fever,2 days,Yes,No,Yes,No,No,No,No,No,No,39.8°C,154,Parvovirus
Dog,Rottweiler,3.7,Male,49.1,Skin Lesions,Vomiting,Coughing,Weakness,12 days,Yes,No,No,Yes,No,No,No,Yes,Yes,38.5°C,62,Canine Distemper
Dog,Doberman Pinscher,3.4,Female,17.1,Lameness,Diarrhea,Nasal Discharge,Coughing,7 days,No,No,No,No,Yes,No,No,No,No,38.6°C,71,Kennel Cough
Dog,German Shepherd,2.9,Female,16.2,Nasal_Discharge,Vomiting,Coughing,Eye Discharge,10 days,Yes,Yes,No,Yes,No,No,No,No,Yes,38.7°C,128,Canine Distemper
Dog,Shih Tzu,0.3,Male,5.1,Fever,Labored Breathing,Dehydration,Vomiting,14 days,No,Yes,Yes,No,No,No,No,No,No,39.2°C,134,Parvovirus
Cow,Angus,9.1,Male,517.2,Weight Loss,Anorexia,Diarrhea,Anemia,9 days,No,No,Yes,No,No,No,No,No,No,38.7°C,76,Parasitic Infection
Dog,Labrador Retriever,4.3,Female,27,Skin Lesions,Lameness,Vomiting,Diarrhea,3 days,Yes,Yes,Yes,Yes,No,No,No,No,Yes,39.6°C,110,Canine Distemper
Dog,Shih Tzu,8.7,Female,4.1,Dehydration,Skin Lesions,Fever,Weakness,14 days,Yes,Yes,No,No,No,No,No,No,No,38.6°C,83,Gastroenteritis
Cow,Angus,2.5,Female,589.2,Weakness,Fever,Vomiting,Coughing,10 days,No,No,No,No,No,No,No,No,No,38.9°C,80,Parasitic Infection
Cow,Red Poll,4.9,Male,530.6,Swollen Udder,Dehydration,Nasal Discharge,Weakness,5 days,Yes,No,No,No,No,No,No,No,No,38.9°C,76,Mastitis
Dog,Corgi,11.3,Male,8,Labored Breathing,Weakness,Appetite Loss,Skin Lesions,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,63,Gastroenteritis
Cow,Shorthorn,11.7,Female,569.5,Swollen Udder,Anorexia,Fever,Coughing,17 hours,Yes,No,No,No,No,No,No,No,No,39.5°C,60,Mastitis
Cow,Dexter,11,Male,577.1,Coughing,Coughing,Vomiting,Weakness,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.4°C,73,Respiratory Disease
Cow,Hereford,5.3,Female,480.8,Nasal Discharge,Eye Discharge,Skin Lesions,Weight Loss,18 hours,No,No,Yes,No,Yes,No,No,No,No,39.1°C,82,Parasitic Infection
Dog,Dalmatian,0.9,Female,24.2,Labored Breathing,Loss of Appetite,Lethargy,Skin Lesions,11 days,Yes,Yes,No,No,No,Yes,No,No,No,38.8°C,124,Lyme Disease
Cow,Charolais,1.6,Male,525,Eye Discharge,Lameness,Diarrhea,Fever,5 days,No,No,Yes,No,No,No,No,No,No,38.9°C,74,Parasitic Infection
Cow,Holstein,11.8,Male,495.8,Fever,Fever,Swollen Udder,Dehydration,11 days,Yes,No,No,No,No,No,No,No,No,39.9°C,64,Mastitis
Cow,Dexter,7.9,Male,675.2,Fever,Lameness,Coughing,Eye Discharge,5 weeks,No,No,No,Yes,No,No,No,Yes,Yes,39.3°C,73,Respiratory Disease
Cow,Red Angus,11.7,Female,602.1,Nasal Discharge,Weakness,Vomiting,Fever,7 weeks,No,No,No,Yes,No,No,No,Yes,No,40.1°C,64,Respiratory Disease
Dog,Bulldog,1.3,Male,10.9,Fever,Vomiting,Lameness,Nasal Discharge,6 days,Yes,Yes,Yes,No,No,No,No,No,No,38.4°C,65,Gastroenteritis
Dog,Chihuahua,0.9,Male,5.1,Weakness,Nasal Discharge,Fever,Diarrhea,13 days,Yes,Yes,Yes,No,No,No,Yes,No,No,39.4°C,155,Parvovirus
Dog,Chihuahua,8.4,Male,6,Appetite Loss,Dehydration,Skin Lesions,Diarrhea,1 days,Yes,Yes,Yes,No,No,No,No,No,No,38.0°C,83,Gastroenteritis
Dog,Bulldog,0.8,Male,8.4,Nasal Discharge,Dehydration,Diarrhea,Vomiting,13 days,Yes,Yes,No,No,No,No,No,No,No,41.3°C,146,Parvovirus
Cow,Brown Swiss,7.4,Female,483.3,Anorexia,Nasal Discharge,Rumen Issues,Skin Lesions,6 days,No,No,No,No,No,Yes,Yes,No,No,40.1°C,80,Foot and Mouth Disease
Dog,Corgi,0.5,Female,12.7,Coughing,Diarrhea,Nasal Discharge,Fever,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,134,Parvovirus
Cow,Shorthorn,10.1,Female,439.4,Vomiting,Anorexia,Fever,Diarrhea,4 weeks,No,No,Yes,No,No,No,No,No,No,39.4°C,79,Parasitic Infection
Dog,Labrador Retriever,3.4,Female,38.8,Weakness,Diarrhea,Eye Discharge,Dehydration,5 days,Yes,Yes,No,Yes,No,No,No,No,No,38.7°C,118,Gastroenteritis
Cow,Limousin,6.3,Female,580.5,Fever,Dehydration,Coughing,Anorexia,1 days,Yes,No,Yes,Yes,No,No,No,No,No,39.8°C,57,Bovine Viral Diarrhea
Dog,Pit Bull,9.9,Male,21.7,Labored Breathing,Diarrhea,Skin Lesions,Weakness,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,98,Gastroenteritis
Dog,Labrador,3.4,Male,23,Eye Discharge,Skin Lesions,Labored Breathing,Weakness,12 days,Yes,No,Yes,Yes,Yes,Yes,No,No,No,40.1°C,109,Canine Distemper
Dog,Boxer,6.2,Female,38.7,Lethargy,Vomiting,Lameness,Fever,7 days,Yes,Yes,No,No,No,Yes,No,No,No,37.8°C,107,Lyme Disease
Dog,Labrador Retriever,0.9,Female,35,Lameness,Eye Discharge,Fever,Vomiting,10 days,Yes,No,Yes,Yes,No,No,No,No,No,39.7°C,120,Parvovirus
Cow,Brahman,6.7,Female,608.8,Fever,Vomiting,Anorexia,Weight Loss,10 days,Yes,No,Yes,No,No,No,Yes,Yes,No,38.7°C,64,Parasitic Infection
Dog,Husky,8.6,Male,26,Coughing,Diarrhea,Appetite Loss,Nasal Discharge,12 days,Yes,No,Yes,No,No,No,No,No,No,38.8°C,80,Gastroenteritis
Dog,Pit Bull,0.5,Female,19.5,Lameness,Nasal Discharge,Eye Discharge,Nasal_Discharge,2 weeks,Yes,No,No,Yes,No,No,No,No,No,38.8°C,133,Kennel Cough
Cow,Charolais,4.9,Female,381.5,Labored Breathing,Anorexia,Fever,Respiratory Signs,13 days,Yes,No,No,No,No,No,No,Yes,No,40.2°C,74,Bovine Viral Diarrhea
Dog,German Shepherd,5.6,Male,22.8,Dehydration,Nasal_Discharge,Labored Breathing,Vomiting,6 days,No,No,No,Yes,Yes,No,No,Yes,No,39.6°C,119,Canine Distemper
Dog,Siberian Husky,3.2,Male,27.1,Fever,Labored Breathing,Nasal Discharge,Anorexia,7 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.5°C,123,Kennel Cough
Dog,Pit Bull,5,Male,26.7,Nasal Discharge,Lameness,Fever,Weakness,1 weeks,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.6°C,128,Kennel Cough
Dog,Doberman Pinscher,0.7,Male,10.2,Fever,Fever,Coughing,Diarrhea,1 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,138,Parvovirus
Cow,Aberdeen Angus,4.1,Female,501.8,Diarrhea,Labored Breathing,Nasal Discharge,Weakness,2 days,Yes,No,No,No,No,No,No,No,No,39.9°C,80,Mastitis
Dog,Chihuahua,6.1,Male,4.5,Diarrhea,Labored Breathing,Nasal_Discharge,Fever,4 days,No,No,No,Yes,Yes,No,No,No,Yes,38.6°C,100,Kennel Cough
Cow,Dexter,9.3,Male,537.4,Swollen Udder,Nasal Discharge,Fever,Labored Breathing,2 days,Yes,No,No,No,No,No,No,No,No,39.5°C,57,Mastitis
Cow,Simmental,4.6,Female,581.5,Coughing,Vomiting,Reduced Appetite,Weakness,14 days,Yes,No,No,No,No,No,No,No,No,39.0°C,65,Mastitis
Cow,Simmental,4,Male,503.4,Skin Lesions,Labored Breathing,Vomiting,Anorexia,9 days,No,No,No,Yes,No,No,No,Yes,No,40.2°C,58,Respiratory Disease
Cow,Simmental,4.4,Male,631.3,Skin Lesions,Weight Loss,Weakness,Eye Discharge,7 hours,No,Yes,No,Yes,No,No,No,No,No,38.5°C,74,Parasitic Infection
Dog,Corgi,0.1,Female,9.3,Lameness,Vomiting,Anorexia,Fever,11 days,Yes,Yes,Yes,No,No,No,No,No,No,40.6°C,148,Parvovirus
Dog,Doberman Pinscher,0.6,Female,27.3,Loss of Appetite,Diarrhea,Lethargy,Fever,2 days,No,No,No,No,Yes,Yes,No,No,No,39.0°C,134,Lyme Disease
Dog,Golden Retriever,5.1,Female,28.3,Diarrhea,Dehydration,Labored Breathing,Vomiting,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.4°C,73,Gastroenteritis
Dog,Golden Retriever,2.8,Male,29,Eye_Discharge,Lameness,Nasal Discharge,Eye Discharge,6 days,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,38.4°C,129,Kennel Cough
Dog,Cocker Spaniel,3,Female,34.2,Nasal_Discharge,Coughing,Skin Lesions,Coughing,7 days,No,No,Yes,Yes,Yes,No,No,Yes,No,38.3°C,72,Kennel Cough
Cow,Guernsey,1.7,Female,449.7,Nasal Discharge,Skin Lesions,Vomiting,Coughing,14 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,39.8°C,64,Respiratory Disease
Dog,Siberian Husky,10.2,Female,30,Anorexia,Lameness,Eye Discharge,Weakness,11 days,Yes,No,No,No,No,No,No,No,No,39.3°C,123,Gastroenteritis
Dog,Husky,4.1,Male,39.1,Eye_Discharge,Lameness,Labored Breathing,Weakness,1 weeks,No,No,No,Yes,No,No,No,Yes,Yes,38.5°C,109,Kennel Cough
Cow,Guernsey,8.4,Male,533.5,Diarrhea,Skin Lesions,Nasal Discharge,Reduced Appetite,3 days,Yes,No,No,No,No,No,No,No,No,39.5°C,81,Mastitis
Cow,Guernsey,11.3,Female,460.2,Lameness,Fever,Labored Breathing,Lameness,4 days,Yes,No,No,No,Yes,Yes,Yes,No,No,40.1°C,51,Foot and Mouth Disease
Dog,Dalmatian,0.6,Female,34.4,Lameness,Coughing,Eye Discharge,Anorexia,6 days,No,No,Yes,No,No,Yes,No,No,No,38.6°C,135,Lyme Disease
Dog,Poodle,7.7,Female,37.1,Nasal Discharge,Vomiting,Diarrhea,Lameness,11 days,No,No,No,No,No,Yes,No,No,No,38.4°C,79,Lyme Disease
Dog,Shih Tzu,8.4,Male,4.1,Skin Lesions,Vomiting,Vomiting,Nasal Discharge,13 days,Yes,No,No,No,No,No,No,No,No,37.8°C,81,Gastroenteritis
Dog,German Shepherd,5.6,Female,31.3,Lameness,Diarrhea,Anorexia,Labored Breathing,12 days,Yes,No,Yes,No,No,No,No,Yes,Yes,39.1°C,88,Canine Distemper
Dog,Poodle,1.1,Female,10.9,Nasal_Discharge,Dehydration,Vomiting,Anorexia,10 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,93,Kennel Cough
Dog,Beagle,1.9,Female,12.2,Coughing,Nasal Discharge,Weakness,Anorexia,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,101,Gastroenteritis
Cow,Belted Galloway,1.8,Male,372.2,Labored Breathing,Anorexia,Dehydration,Lameness,13 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.3°C,79,Respiratory Disease
Cow,Hereford,6.3,Female,478.2,Diarrhea,Weight Loss,Anemia,Anorexia,11 days,No,No,Yes,No,No,No,No,Yes,No,38.6°C,61,Parasitic Infection
Dog,Dachshund,6.7,Female,8.4,Dehydration,Fever,Nasal_Discharge,Lameness,8 days,Yes,Yes,No,Yes,No,No,No,Yes,No,38.6°C,79,Kennel Cough
Dog,Bulldog,1,Male,7.2,Vomiting,Eye Discharge,Fever,Anorexia,8 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,81,Parvovirus
Dog,Cocker Spaniel,4,Male,20.8,Anorexia,Fever,Coughing,Nasal Discharge,5 days,No,Yes,Yes,No,No,No,No,No,No,38.4°C,111,Gastroenteritis
Dog,Chihuahua,0.1,Female,5.2,Anorexia,Vomiting,Dehydration,Diarrhea,2 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,157,Parvovirus
Dog,Shih Tzu,9.7,Female,2.1,Nasal Discharge,Diarrhea,Weakness,Lethargy,2 days,No,Yes,No,No,No,Yes,No,No,No,38.5°C,78,Lyme Disease
