Animal_Type,Breed,Age,Gender,Weight,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Duration,Appetite_Loss,Vomiting,Diarrhea,Coughing,Labored_Breathing,Lameness,Skin_Lesions,Nasal_Discharge,Eye_Discharge,Body_Temperature,Heart_Rate,Disease_Prediction
Dog,Corgi,5.95,Female,12.57,Weakness,Skin Lesions,Coughing,Nasal_Discharge,1 days,No,No,No,Yes,No,No,No,No,No,38.5°C,123.1,Kennel Cough
Dog,Doberman Pinscher,0.44,Male,27.53,Vomiting,Diarrhea,Nasal Discharge,<missing>,4 days,Yes,No,Yes,No,No,No,No,No,No,41.3°C,171.76,Parvovirus
Dog,Husky,8.58,Female,31.32,Fever,Jaundice,Vomiting,Abdominal Pain,16 days,Yes,Yes,No,No,No,No,,,,40.48,86.7,Canine Hepatitis
Dog,Border Collie,3.65,Male,29.19,Lethargy,Loss Of Appetite,Fever,Vomiting,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,92.47,Canine Parvovirus
Dog,Labrador,10.08,Male,58.64,Labored Breathing,Appetite Loss,Vomiting,Skin Lesions,11 hours,Yes,Yes,No,No,No,No,No,No,No,38.5°C,57.12,Gastroenteritis
Dog,Doberman Pinscher,0.4,Female,24.6,Diarrhea,Nasal Discharge,Coughing,Diarrhea,14 hours,Yes,Yes,Yes,No,No,No,No,No,No,38.8°C,144.0,Parvovirus
Dog,Dalmatian,7.14,Female,9.44,Fever,Lameness,Vomiting,Loss Of Appetite,5 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,102.53,Lyme Disease
Dog,Dachshund,8.8,Male,26.0,Skin Lesions,Vomiting,Nasal_Discharge,Lameness,11 days,No,No,No,No,No,No,No,Yes,Yes,39.3°C,112.0,Kennel Cough
Dog,Bulldog,7.6,Male,9.3,Loss Of Appetite,Lameness,Vomiting,Fever,5 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,108.0,Lyme Disease
Dog,Labrador,9.64,Female,20.89,Eye_Discharge,Anorexia,Coughing,Vomiting,13 days,No,No,No,Yes,Yes,No,No,Yes,Yes,38.5°C,83.95,Kennel Cough
Dog,Poodle,1.3,Male,23.3,Diarrhea,Dehydration,Lameness,Labored Breathing,11 days,No,No,No,No,No,No,No,Yes,No,38.4°C,97.0,Kennel Cough
Dog,Dachshund,5.5,Female,9.5,Nasal_Discharge,Nasal Discharge,Dehydration,Skin Lesions,4 days,No,No,No,Yes,Yes,No,No,No,No,39.5°C,66.0,Kennel Cough
Dog,Labrador Retriever,4.59,Female,12.33,Nasal Discharge,Vomiting,Coughing,Labored Breathing,3 weeks,Yes,No,Yes,No,No,No,No,No,No,39.0°C,64.07,Gastroenteritis
Dog,Pug,10.25,Female,29.42,<missing>,Nasal Discharge,Diarrhea,Dehydration,7 days,No,No,Yes,No,No,No,No,No,No,37.9°C,61.1,Gastroenteritis
Dog,Dalmatian,9.51,Female,25.09,Eye Discharge,Lethargy,Lameness,<missing>,9 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,97.92,Lyme Disease
Dog,Border Collie,6.1,Male,25.75,Anorexia,Coughing,Nasal_Discharge,Vomiting,12 days,Yes,No,Yes,Yes,Yes,No,No,No,Yes,39.8°C,87.36,Canine Distemper
Dog,Cocker Spaniel,0.3,Female,13.6,Lameness,Labored Breathing,Anorexia,Diarrhea,7 days,Yes,No,Yes,No,No,No,No,No,No,39.7°C,142.0,Parvovirus
Dog,Poodle,5.97,Male,25.8,Lethargy,Limping,Stiffness,Difficulty Rising,7 weeks,Yes,No,No,No,No,Yes,No,No,No,38.9°C,95.74,Arthritis
Dog,Cocker Spaniel,0.75,Male,10.32,<missing>,Anorexia,Coughing,Weakness,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.6°C,144.69,Gastroenteritis
Dog,Doberman Pinscher,5.49,Male,20.26,Coughing,Lethargy,Skin Lesions,Fever,3 days,Yes,No,No,No,No,No,No,No,No,38.8°C,104.36,Gastroenteritis
Dog,Labrador Retriever,9.22,Male,68.82,Fever,Labored Breathing,Nasal Discharge,Lethargy,19 hours,Yes,No,No,No,No,Yes,No,No,No,39.3°C,94.34,Lyme Disease
Dog,Pit Bull,0.5,Female,19.5,Lameness,Nasal Discharge,Eye Discharge,Nasal_Discharge,2 weeks,Yes,No,No,Yes,No,No,No,No,No,38.8°C,133.0,Kennel Cough
Dog,Chihuahua,6.4,Male,12.34,Nasal Discharge,Fever,Coughing,Labored Breathing,4 days,Yes,No,No,Yes,Yes,Yes,No,Yes,No,39.4°C,129.94,Kennel Cough
Dog,Shih Tzu,2.93,Male,21.7,Eye Discharge,Fever,Coughing,Vomiting,1 days,No,No,No,Yes,No,No,No,Yes,No,39.7°C,82.62,Kennel Cough
Dog,Husky,11.5,Female,26.4,Anorexia,Nasal Discharge,Loss Of Appetite,Diarrhea,13 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,108.0,Lyme Disease
Dog,Chihuahua,0.69,Female,10.51,Coughing,Fever,Fever,Diarrhea,1 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,133.63,Parvovirus
Dog,Husky,5.44,Female,14.72,Sneezing,Fever,Persistent Cough,Ocular Discharge,12 days,No,No,No,Yes,No,No,No,No,Yes,40.4°C,61.02,Canine Influenza
Dog,Poodle,4.6,Female,20.7,Skin Lesions,Vomiting,Coughing,Dehydration,4 days,Yes,Yes,Yes,No,No,No,No,No,No,39.0°C,72.0,Gastroenteritis
Dog,Beagle,4.71,Female,23.23,Fever,Loss Of Appetite,Coughing,Lethargy,5 days,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,39.2°C,131.75,Kennel Cough
Dog,Rottweiler,2.2,Female,29.5,Loss Of Appetite,Jaundice,Pale Gums,Vomiting,10 days,Yes,Yes,No,No,No,No,No,No,No,39.6°C,118.0,Tick-Borne Disease
Dog,Husky,0.62,Male,29.48,Lethargy,Loss Of Appetite,<missing>,Diarrhea,2 days,No,No,No,No,Yes,Yes,No,No,No,39.0°C,138.38,Lyme Disease
Dog,Pit Bull,6.12,Female,4.67,Labored Breathing,<missing>,Loss Of Appetite,Fever,6 days,No,No,No,No,No,Yes,No,No,No,38.8°C,111.64,Lyme Disease
Dog,Rottweiler,5.73,Male,24.34,Fever,Skin Lesions,Coughing,Lethargy,3 days,Yes,No,No,No,No,No,No,No,No,38.8°C,98.81,Gastroenteritis
Dog,Dalmatian,6.6,Male,24.8,Neurological Signs,Jaundice,Diarrhea,Lameness,6 days,Yes,No,Yes,No,No,Yes,No,No,No,39.9°C,95.0,Tick-Borne Disease
Dog,Dalmatian,3.23,Male,11.05,Lethargy,Reduced Appetite,Nasal Discharge,Sneezing,3 days,Yes,No,No,No,No,No,No,Yes,No,39.8°C,70.58,Canine Influenza
Dog,Rottweiler,3.56,Female,47.28,Dehydration,Fever,Diarrhea,Weakness,14 days,Yes,Yes,Yes,No,No,No,,,,37.45,106.3,Salmonellosis
Dog,German Shepherd,7.7,Male,5.2,Fever,Vomiting,Abdominal Pain,Jaundice,17 days,No,No,Yes,No,No,No,,,,40.3,127.0,Canine Hepatitis
Dog,Doberman Pinscher,0.53,Male,25.6,<missing>,Labored Breathing,Coughing,Fever,9 days,No,Yes,No,No,No,No,No,No,No,38.9°C,148.91,Gastroenteritis
Dog,Akita,8.97,Male,98.0,Vomiting,Loss Of Appetite,Nasal Discharge,Fever,7 days,Yes,No,No,No,No,Yes,No,No,No,38.9°C,111.75,Lyme Disease
Dog,Dalmatian,9.37,Male,25.32,Coughing,Diarrhea,Fever,Weakness,3 days,Yes,Yes,No,No,No,No,No,No,No,39.0°C,65.95,Gastroenteritis
Dog,Pit Bull,3.29,Male,17.47,Nasal_Discharge,Eye Discharge,Nasal Discharge,Coughing,23 hours,No,No,No,Yes,No,Yes,No,Yes,Yes,38.8°C,95.63,Kennel Cough
Dog,Dachshund,7.13,Female,16.03,Fever,Vomiting,Anorexia,<missing>,2 days,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,40.3°C,111.93,Canine Distemper
Dog,Dalmatian,0.4,Female,24.9,Dehydration,Fever,Diarrhea,Labored Breathing,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,127.0,Parvovirus
Dog,Rottweiler,2.5,Male,64.1,Coughing,Dehydration,Skin Lesions,Anorexia,4 days,Yes,No,No,Yes,Yes,No,No,Yes,No,38.8°C,116.0,Kennel Cough
Dog,Corgi,4.56,Male,25.38,Lameness,Weakness,Dehydration,Lethargy,5 days,Yes,No,No,No,No,Yes,No,No,No,38.2°C,110.41,Lyme Disease
Dog,Bulldog,4.0,Male,16.1,Dehydration,Eye Discharge,Coughing,Weakness,12 days,Yes,No,No,Yes,Yes,No,No,Yes,No,39.9°C,126.0,Canine Distemper
Dog,Corgi,12.1,Female,11.7,Joint Pain,Reluctance To Play,Stiffness,Lethargy,3 days,No,No,No,No,No,Yes,No,No,No,38.7°C,73.0,Arthritis
Dog,Chihuahua,2.96,Male,27.26,Labored Breathing,Eye Discharge,Anorexia,Vomiting,4 days,Yes,No,No,Yes,No,No,No,Yes,Yes,40.9°C,111.44,Canine Distemper
Dog,Labrador,5.83,Female,32.13,Loss Of Appetite,Diarrhea,Anorexia,Nasal Discharge,14 days,Yes,No,No,No,No,Yes,No,No,No,38.3°C,80.24,Lyme Disease
Dog,Rottweiler,7.5,Female,60.8,Nasal_Discharge,Diarrhea,Weakness,Fever,7 hours,No,No,No,No,No,No,No,Yes,Yes,38.6°C,93.0,Kennel Cough
Dog,Cocker Spaniel,6.6,Female,27.6,Fever,Sneezing,Persistent Cough,Nasal Discharge,19 days,No,No,Yes,Yes,Yes,No,No,Yes,No,39.6°C,118.0,Canine Influenza
Dog,Husky,11.0,Female,32.5,Reluctance To Play,Change In Gait,Joint Pain,Limping,11 days,No,No,No,No,No,Yes,No,No,No,38.5°C,82.0,Arthritis
Dog,Pug,4.75,Male,42.79,Vomiting,Loss Of Appetite,Lethargy,Fever,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.3°C,128.21,Canine Distemper
Dog,Doberman Pinscher,0.7,Male,10.2,Fever,Fever,Coughing,Diarrhea,1 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,138.0,Parvovirus
Dog,Labrador,0.8,Female,31.6,Fever,Vomiting,Vomiting,Weakness,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,136.0,Parvovirus
Dog,Husky,7.08,Male,19.6,Fever,Vomiting,Coughing,Labored Breathing,10 days,Yes,No,No,No,No,Yes,No,No,No,39.2°C,61.54,Lyme Disease
Dog,Bulldog,11.7,Male,9.47,Vomiting,<missing>,Nasal Discharge,Diarrhea,4 days,Yes,Yes,No,No,No,No,No,No,No,38.4°C,92.7,Gastroenteritis
Dog,Yorkshire Terrier,0.44,Female,14.1,Lethargy,Fever,<missing>,Dehydration,7 days,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,147.17,Parvovirus
Dog,German Shepherd,3.9,Female,29.3,Nasal Discharge,Anorexia,Dehydration,Lameness,7 days,Yes,Yes,Yes,No,No,No,No,No,No,38.5°C,77.0,Gastroenteritis
Dog,Doberman Pinscher,5.62,Male,11.13,Dehydration,Lethargy,Loss Of Appetite,Skin Lesions,10 days,No,No,No,No,No,Yes,No,No,No,38.7°C,71.65,Lyme Disease
Dog,Yorkshire Terrier,5.1,Female,6.3,Anorexia,Eye Discharge,Labored Breathing,Weakness,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.9°C,91.0,Canine Distemper
Dog,Yorkshire Terrier,6.45,Male,18.11,Fever,Abdominal Pain,Jaundice,Vomiting,20 days,Yes,No,Yes,Yes,No,Yes,,,,39.47,119.05,Canine Hepatitis
Dog,Labrador Retriever,8.6,Female,22.6,Fever,Vomiting,Abdominal Pain,Jaundice,18 days,No,Yes,Yes,No,Yes,No,,,,40.1,88.0,Canine Hepatitis
Dog,Bulldog,5.01,Female,12.51,Fever,Jaundice,Vomiting,Diarrhea,19 days,Yes,Yes,No,No,No,No,,,,36.43,131.15,Canine Leptospirosis
Dog,Doberman Pinscher,2.4,Female,16.2,Diarrhea,Dehydration,Lameness,Eye_Discharge,4 days,Yes,No,Yes,Yes,No,No,No,Yes,No,39.0°C,108.0,Canine Distemper
Dog,Husky,6.64,Male,35.62,Fever,Coughing,Lethargy,Loss Of Appetite,4 days,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,39.3°C,118.06,Kennel Cough
Dog,Labrador Retriever,6.5,Female,29.6,Lethargy,Lameness,Fever,Coughing,2 days,Yes,No,No,No,No,Yes,No,No,No,38.4°C,77.0,Lyme Disease
Dog,Yorkshire Terrier,1.32,Female,7.06,Anorexia,Labored Breathing,Appetite Loss,Eye Discharge,13 days,Yes,Yes,Yes,No,No,No,No,No,No,38.7°C,96.67,Gastroenteritis
Dog,Pit Bull,1.0,Male,22.5,Coughing,Labored Breathing,Nasal Discharge,Vomiting,8 weeks,No,No,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,77.0,Canine Distemper
Dog,Cocker Spaniel,6.48,Male,37.18,Loss Of Appetite,Dehydration,Diarrhea,Vomiting,3 days,Yes,No,Yes,No,Yes,No,No,No,Yes,39.0°C,127.69,Parvovirus
Dog,Poodle,0.9,Male,15.5,Weakness,Fever,Diarrhea,Vomiting,3 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,126.0,Parvovirus
Dog,Shih Tzu,8.4,Male,4.1,Skin Lesions,Vomiting,Vomiting,Nasal Discharge,13 days,Yes,No,No,No,No,No,No,No,No,37.8°C,81.0,Gastroenteritis
Dog,Doberman Pinscher,7.96,Male,14.95,Coughing,Appetite Loss,Labored Breathing,Lethargy,1 week,Yes,No,Yes,No,Yes,No,No,No,Yes,39.3°C,118.64,Kennel Cough
Dog,Husky,9.0,Male,35.2,Fever,Dehydration,Lameness,Anorexia,3 days,No,No,No,No,No,Yes,No,No,No,38.6°C,118.0,Lyme Disease
Dog,Akita,1.65,Female,36.6,Lameness,Anorexia,Vomiting,Eye Discharge,13 days,Yes,No,Yes,No,No,No,No,No,No,37.9°C,61.8,Gastroenteritis
Dog,German Shepherd,6.2,Male,21.7,Coughing,Nasal Discharge,Anorexia,Fever,13 days,No,No,Yes,Yes,No,No,No,Yes,No,40.2°C,121.0,Canine Distemper
Dog,Boxer,8.73,Male,19.12,Fever,Diarrhea,Jaundice,Vomiting,10 days,Yes,Yes,Yes,No,No,No,,,,41.14,123.84,Canine Leptospirosis
Dog,Rottweiler,0.31,Male,24.25,Anorexia,Lethargy,<missing>,Lameness,10 days,Yes,Yes,Yes,No,No,No,No,No,No,39.3°C,138.2,Parvovirus
Dog,Siberian Husky,0.38,Female,33.47,Eye Discharge,Eye_Discharge,<missing>,Dehydration,12 hours,No,No,No,Yes,No,No,No,No,No,39.5°C,149.62,Kennel Cough
Dog,Shih Tzu,3.69,Male,16.07,Persistent Cough,Lethargy,Nasal Discharge,Sneezing,7 days,No,No,No,Yes,No,No,No,Yes,No,39.7°C,137.22,Canine Influenza
Dog,Labrador,7.2,Female,22.1,Nasal Discharge,Diarrhea,Eye_Discharge,Nasal_Discharge,10 days,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,38.9°C,127.0,Canine Distemper
Dog,Husky,8.45,Female,17.05,Coughing,<missing>,Diarrhea,Skin Lesions,9 hours,No,No,No,Yes,No,No,No,No,No,38.7°C,103.81,Kennel Cough
Dog,Beagle,4.5,Male,14.6,Weakness,Eye_Discharge,Skin Lesions,Labored Breathing,6 days,No,No,No,Yes,Yes,No,No,No,No,38.8°C,74.0,Kennel Cough
Dog,German Shepherd,1.3,Male,28.1,Labored Breathing,Skin Lesions,Diarrhea,Fever,10 days,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,39.4°C,91.0,Canine Distemper
Dog,Poodle,3.98,Female,31.75,Vomiting,Lethargy,Loss Of Appetite,Fever,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,93.27,Canine Parvovirus
Dog,Boxer,8.4,Female,28.3,Joint Pain,Lethargy,Difficulty Rising,Change In Gait,2 weeks,No,No,No,No,No,Yes,No,No,No,38.8°C,124.0,Arthritis
Dog,Doberman Pinscher,4.7,Male,34.4,Coughing,Appetite Loss,Vomiting,Anorexia,12 days,Yes,Yes,No,No,No,No,No,No,No,38.2°C,96.0,Gastroenteritis
Dog,Dalmatian,3.91,Female,7.65,Loss Of Appetite,Lethargy,Fever,Vomiting,4 days,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,39.2°C,116.24,Parvovirus
Dog,Akita,4.34,Female,6.5,Lameness,Eye_Discharge,Eye Discharge,Fever,3 weeks,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,39.9°C,122.1,Canine Distemper
Dog,Husky,2.37,Male,27.59,Vomiting,Loss Of Appetite,Pale Gums,Jaundice,10 days,Yes,Yes,No,No,No,No,No,No,No,39.6°C,129.37,Tick-Borne Disease
Dog,Pit Bull,12.75,Male,26.88,Stiffness,Change In Gait,Limping,Lethargy,17 days,Yes,No,No,No,No,Yes,No,No,No,39.1°C,128.08,Arthritis
Dog,Yorkshire Terrier,5.9,Male,23.1,Swollen Lymph Nodes,Diarrhea,Fever,Loss Of Appetite,11 days,Yes,No,Yes,Yes,No,No,No,No,No,39.9°C,87.0,Tick-Borne Disease
Dog,Labrador Retriever,7.38,Female,28.02,Weakness,Fever,Labored Breathing,Nasal_Discharge,3 days,Yes,No,No,Yes,Yes,No,No,Yes,Yes,38.3°C,108.97,Kennel Cough
Dog,Rottweiler,10.0,Male,3.83,Dehydration,Eye Discharge,Nasal_Discharge,Lameness,7 days,No,No,No,Yes,Yes,No,No,Yes,No,39.1°C,74.16,Kennel Cough
Dog,Boxer,5.1,Male,24.5,Weakness,Coughing,Fever,Lethargy,1 days,No,Yes,Yes,No,No,No,No,No,No,38.4°C,71.0,Gastroenteritis
Dog,Boxer,4.0,Male,27.7,Dehydration,Vomiting,Lethargy,Diarrhea,1 days,Yes,Yes,Yes,No,No,No,No,No,No,38.3°C,100.0,Gastroenteritis
Dog,Bulldog,4.27,Female,30.93,<missing>,Labored Breathing,Diarrhea,Loss Of Appetite,9 days,No,Yes,No,No,No,Yes,No,No,No,38.7°C,65.58,Lyme Disease
Dog,Doberman Pinscher,3.3,Male,15.9,Coughing,Eye Discharge,Nasal_Discharge,Nasal Discharge,23 hours,No,No,No,Yes,No,Yes,No,Yes,Yes,38.8°C,103.0,Kennel Cough
Dog,Dalmatian,2.1,Female,26.2,Diarrhea,Fever,Lameness,Labored Breathing,3 days,No,No,No,Yes,Yes,No,No,No,Yes,39.0°C,112.0,Kennel Cough
Dog,Chihuahua,9.91,Female,27.86,Diarrhea,Vomiting,Coughing,Appetite Loss,1 days,Yes,No,Yes,No,No,No,No,No,No,38.2°C,74.75,Gastroenteritis
Dog,Poodle,7.0,Female,15.0,Lethargy,Vomiting,Loss Of Appetite,Diarrhea,4 days,Yes,No,Yes,No,No,Yes,No,Yes,No,39.1°C,125.0,Canine Parvovirus
Dog,Corgi,5.4,Male,41.78,Lethargy,Vomiting,Fever,Loss Of Appetite,4 days,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,39.3°C,115.58,Canine Distemper
Dog,Bulldog,4.4,Male,15.2,Nasal_Discharge,Anorexia,Dehydration,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.4°C,100.0,Kennel Cough
Dog,Bulldog,0.42,Female,17.82,Lethargy,Dehydration,Vomiting,Anorexia,4 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,139.94,Parvovirus
Dog,Pit Bull,0.8,Male,22.6,Labored Breathing,Vomiting,Weakness,Lameness,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,39.7°C,153.0,Parvovirus
Dog,Pug,6.73,Female,12.54,Vomiting,Nasal Discharge,Vomiting,Lameness,4 weeks,Yes,No,Yes,No,No,No,No,No,No,38.8°C,90.86,Gastroenteritis
Dog,Golden Retriever,4.4,Male,26.8,Jaundice,Pale Gums,Fever,Diarrhea,21 days,No,Yes,Yes,No,No,No,No,No,No,40.1°C,118.0,Tick-Borne Disease
Dog,Cocker Spaniel,4.82,Male,30.36,Lameness,Dehydration,Weakness,Lethargy,5 days,Yes,No,No,No,No,Yes,No,No,No,38.2°C,121.35,Lyme Disease
Dog,Corgi,1.0,Male,11.6,Diarrhea,Skin Lesions,Anorexia,Eye Discharge,3 weeks,Yes,Yes,Yes,No,No,No,No,No,No,40.0°C,78.0,Parvovirus
Dog,Labrador Retriever,1.2,Male,40.5,Dehydration,Nasal Discharge,Diarrhea,Eye Discharge,5 days,Yes,Yes,No,No,No,No,No,No,No,38.6°C,129.0,Gastroenteritis
Dog,Doberman Pinscher,3.4,Female,17.1,Lameness,Diarrhea,Nasal Discharge,Coughing,7 days,No,No,No,No,Yes,No,No,No,No,38.6°C,71.0,Kennel Cough
Dog,Pit Bull,4.0,Female,35.0,Lethargy,Vomiting,Loss Of Appetite,Coughing,3 days,Yes,Yes,No,Yes,No,Yes,No,No,No,39.0°C,125.0,Leptospirosis
Dog,Dachshund,9.37,Female,17.77,Fever,Vomiting,Jaundice,Abdominal Pain,18 days,Yes,Yes,No,No,No,Yes,,,,37.3,83.36,Canine Hepatitis
Dog,Dachshund,0.49,Male,13.77,Diarrhea,Nasal Discharge,Fever,Coughing,13 days,Yes,Yes,Yes,No,No,No,No,No,No,39.5°C,146.0,Parvovirus
Dog,Pug,3.89,Male,30.34,Loss Of Appetite,<missing>,Vomiting,Fever,5 days,Yes,Yes,No,Yes,No,No,No,Yes,No,39.2°C,98.88,Canine Parvovirus
Dog,Labrador Retriever,6.1,Male,26.38,Fever,Coughing,Eye Discharge,Nasal Discharge,6 days,No,No,No,Yes,No,No,No,No,No,38.3°C,90.18,Kennel Cough
Dog,Golden Retriever,2.94,Female,31.6,Eye Discharge,Coughing,Labored Breathing,Lameness,19 hours,No,No,No,No,No,Yes,No,No,No,38.6°C,61.46,Lyme Disease
Dog,Husky,5.74,Male,21.47,Fever,Abdominal Pain,Vomiting,Jaundice,10 days,No,Yes,No,No,No,No,,,,39.76,81.45,Canine Hepatitis
Dog,Boxer,9.3,Female,25.2,Labored Breathing,Fever,Nasal Discharge,Dehydration,9 days,No,No,No,No,No,Yes,Yes,No,No,38.6°C,84.0,Lyme Disease
Dog,Pit Bull,6.11,Female,13.89,Joint Pain,Limping,Difficulty Rising,Change In Gait,8 days,Yes,No,No,No,No,Yes,No,No,No,38.8°C,68.67,Arthritis
Dog,Beagle,7.1,Female,33.9,Fever,Diarrhea,Dehydration,Weakness,15 days,No,Yes,No,No,Yes,No,,,,39.6,80.0,Salmonellosis
Dog,Poodle,0.9,Male,24.1,Weakness,Vomiting,Coughing,Diarrhea,8 days,Yes,Yes,Yes,Yes,No,No,No,No,No,41.1°C,159.0,Parvovirus
Dog,Beagle,8.7,Male,7.7,Jaundice,Fever,Vomiting,Diarrhea,12 days,Yes,No,Yes,Yes,No,No,,,,39.41,84.37,Canine Leptospirosis
Dog,Shih Tzu,1.21,Female,11.21,Dehydration,Vomiting,<missing>,Anorexia,10 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,91.63,Kennel Cough
Dog,German Shepherd,7.65,Female,11.18,Coughing,Dehydration,Skin Lesions,Appetite Loss,21 hours,Yes,No,Yes,No,No,No,No,No,No,38.9°C,123.6,Gastroenteritis
Dog,Corgi,8.1,Female,12.3,Coughing,Skin Lesions,Appetite Loss,Dehydration,21 hours,Yes,No,Yes,No,No,No,No,No,No,38.9°C,116.0,Gastroenteritis
Dog,Akita,9.3,Female,-7.9,Nasal_Discharge,Fever,Anorexia,Weakness,13 days,No,No,No,Yes,No,No,No,No,No,38.9°C,95.0,Kennel Cough
Dog,Akita,8.29,Male,28.52,Appetite Loss,Vomiting,Lethargy,Anorexia,20 hours,Yes,No,Yes,No,No,No,No,No,No,38.7°C,136.38,Gastroenteritis
Dog,Poodle,0.66,Male,17.05,Lameness,Fever,Labored Breathing,Eye Discharge,14 days,Yes,No,No,No,No,No,No,No,No,38.5°C,164.99,Lyme Disease
Dog,Labrador Retriever,3.84,Female,31.04,Appetite Loss,<missing>,Fever,Swelling,10 days,Yes,No,No,No,No,Yes,No,No,No,39.5°C,118.77,Arthritis
Dog,Siberian Husky,1.0,Male,25.5,Diarrhea,Lethargy,Coughing,Weakness,11 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,127.0,Parvovirus
Dog,Akita,4.33,Female,32.66,Nasal Discharge,<missing>,Lameness,Lameness,1 days,No,No,No,No,No,Yes,No,No,No,38.9°C,66.52,Lyme Disease
Dog,Corgi,0.5,Male,14.6,Eye Discharge,Coughing,Labored Breathing,Diarrhea,12 days,Yes,Yes,Yes,No,No,No,No,No,No,39.9°C,154.0,Parvovirus
Dog,Shih Tzu,5.05,Female,14.27,Fever,Vomiting,Jaundice,<missing>,19 days,Yes,Yes,No,No,No,No,,,,35.55,126.58,Canine Leptospirosis
Dog,Dachshund,4.38,Male,15.44,<missing>,Dehydration,Anorexia,Weakness,7 days,Yes,No,No,Yes,Yes,No,No,No,Yes,38.4°C,96.52,Kennel Cough
Dog,Akita,0.68,Male,32.22,Vomiting,Lethargy,Fever,Eye Discharge,12 days,Yes,No,No,No,No,No,No,No,No,40.1°C,152.25,Parvovirus
Dog,Poodle,1.1,Female,10.9,Nasal_Discharge,Dehydration,Vomiting,Anorexia,10 days,No,No,No,Yes,Yes,No,No,Yes,Yes,39.1°C,93.0,Kennel Cough
Dog,Golden Retriever,5.71,Male,13.78,Fever,Dehydration,Labored Breathing,Diarrhea,19 hours,Yes,No,No,Yes,Yes,No,No,Yes,No,38.6°C,117.93,Kennel Cough
Dog,Akita,3.73,Male,11.23,Reduced Appetite,Lethargy,Sneezing,Nasal Discharge,3 days,Yes,No,No,No,No,No,No,Yes,No,39.8°C,66.79,Canine Influenza
Dog,Labrador,9.6,Male,36.9,Lethargy,Diarrhea,Vomiting,Weakness,2 days,Yes,Yes,No,No,No,Yes,No,No,No,38.8°C,62.0,Gastroenteritis
Dog,Corgi,10.1,Female,8.4,Coughing,Labored Breathing,Lameness,Anorexia,10 days,Yes,No,No,No,No,Yes,No,No,No,38.6°C,122.0,Lyme Disease
Dog,Shih Tzu,8.0,Female,8.0,Lethargy,Vomiting,Diarrhea,Loss Of Appetite,5 days,Yes,No,Yes,Yes,No,No,No,No,Yes,39.0°C,130.0,Canine Hepatitis
Dog,Boxer,7.9,Male,31.3,Appetite Loss,Vomiting,Lethargy,Anorexia,20 hours,Yes,No,Yes,No,No,No,No,No,No,38.7°C,126.0,Gastroenteritis
Dog,Labrador Retriever,3.09,Female,21.2,Labored Breathing,Eye Discharge,Skin Lesions,Weakness,12 days,Yes,No,Yes,Yes,Yes,Yes,No,No,No,40.1°C,106.45,Canine Distemper
Dog,Doberman Pinscher,6.4,Female,18.9,Anorexia,Loss Of Appetite,Fever,Dehydration,8 days,No,No,No,No,No,Yes,No,No,No,38.2°C,112.0,Lyme Disease
Dog,Dalmatian,3.6,Male,25.3,Dehydration,Fever,Diarrhea,Anorexia,14 days,No,No,No,No,No,No,No,Yes,No,38.4°C,76.0,Kennel Cough
Dog,Akita,6.0,Male,35.0,Lethargy,Loss Of Appetite,Fever,Vomiting,6 days,Yes,No,Yes,No,Yes,Yes,No,No,Yes,39.5°C,130.0,Canine Hepatitis
Dog,Golden Retriever,8.84,Female,26.32,<missing>,Lethargy,Neurological Signs,Diarrhea,15 days,Yes,Yes,Yes,No,No,No,No,No,No,39.2°C,121.84,Tick-Borne Disease
